0	24	21	8706
0	47	21	8706
0	46	21	8706
0	41	21	8706
0	11	21	8706
0	33	21	8706
0	12	21	8706
0	96	21	8706
0	49	21	8706
1	21	21	8706
0	25	21	8706
0	65	21	8706
0	60	21	8706
0	11	21	8706
2	19	21	8706
0	10	21	8706
0	9	21	8706
0	40	21	8706
2	158	21	8706
1	39	21	8706
0	15	21	8706
0	7	21	8706
0	42	21	8706
0	19	21	8706
2	24	21	8706
1	44	21	8706
1	30	21	8706
0	18	21	8706
0	10	21	8706
0	2	21	8706
0	126	21	8706
0	4	21	8706
1	96	21	8706
1	67	21	8706
0	42	21	8706
1	72	21	8706
0	55	21	8706
0	69	21	8706
0	37	21	8706
0	6	21	8706
0	11	21	8706
0	19	21	8706
1	54	21	8706
1	30	21	8706
1	33	21	8706
1	60	21	8706
0	50	21	8706
0	44	21	8706
0	67	21	8706
1	35	21	8706
0	47	21	8706
0	9	21	8706
0	7	21	8706
0	42	21	8706
0	85	21	8706
0	34	21	8706
1	43	21	8706
0	28	21	8706
1	60	21	8706
0	7	21	8706
0	11	21	8706
0	19	21	8706
0	7	21	8706
0	14	21	8706
0	23	21	8706
0	8	21	8706
1	39	21	8706
1	112	21	8706
1	34	21	8706
0	73	21	8706
0	82	21	8706
0	7	21	8706
1	15	21	8706
1	86	21	8706
2	147	21	8706
1	81	21	8706
2	67	21	8706
1	216	21	8706
0	35	21	8706
0	53	21	8706
0	14	21	8706
0	267	21	8706
0	90	21	8706
1	80	21	8706
0	51	21	8706
0	101	21	8706
0	77	21	8706
0	84	21	8706
1	281	21	8706
0	155	21	8706
0	69	21	8706
3	154	21	8706
0	45	21	8706
0	93	21	8706
0	29	21	8706
0	27	21	8706
0	77	21	8706
1	252	21	8706
0	57	21	8706
0	75	21	8706
1	58	21	8706
1	217	21	8706
1	96	21	8706
1	89	21	8706
0	46	21	8706
0	57	21	8706
0	50	21	8706
0	54	21	8706
1	136	21	8706
0	99	21	8706
1	93	21	8706
0	40	21	8706
0	33	21	8706
0	96	21	8706
1	60	21	8706
0	86	21	8706
2	55	21	8706
0	64	21	8706
0	71	21	8706
1	41	21	8706
1	117	21	8706
1	134	21	8706
1	61	21	8706
0	9	21	8706
0	59	21	8706
0	36	21	8706
0	12	21	8706
1	6	21	8706
1	54	21	8706
0	101	21	8706
0	38	21	8706
1	33	21	8706
1	40	21	8706
0	10	21	8706
0	12	21	8706
0	12	21	8706
0	43	21	8706
0	8	21	8706
1	130	21	8706
0	62	21	8706
0	48	21	8706
