"Abcg2"	"Bmi1"	"Cd34"	"Cd44"	"Ctnnb1"	"Epas1"	"Ezh2"	"Hif1a"	"Kdm5b"	"Klf4"	"Lgr5"	"Myc"	"Nanog"	"Nes"	"Notch1"	"Pou5f1"	"Prom1"	"Sox2"	"Twist1"	"Zfp42"	"Zscan4c"
"Mgat5"	-0.1	0	-0.31	0.51	-0.04	-0.61	-0.59	-0.74	-0.25	0.68	-0.38	-0.66	0.69	0.05	0.48	-0.24	0.24	0.65	-0.21	0.58	-0.01
"Mgat5b"	-0.02	-0.16	-0.26	0.06	-0.08	-0.03	-0.13	-0.26	0.06	0.12	-0.16	-0.15	0.09	0.08	0.36	-0.09	-0.2	0.13	-0.31	0.16	-0.15
"Mgea5"	0.07	-0.23	-0.54	0.13	-0.32	-0.68	-0.4	-0.67	-0.19	0.45	-0.51	-0.69	0.7	0.05	0.49	-0.14	0.38	0.63	-0.49	0.67	-0.24
"Mgll"	-0.34	0.59	0.55	0.45	0.06	0	-0.32	-0.19	-0.39	0.25	0.27	-0.06	0.05	0.23	0.12	-0.4	0.1	-0.02	0.66	0.03	0.83
"Mgme1"	0.11	-0.06	0.09	-0.22	0.19	0.37	0.56	0.48	0.22	-0.63	0.15	0.4	-0.58	-0.1	-0.42	0.27	-0.18	-0.37	-0.18	-0.47	-0.21
"Mgmt"	-0.06	0.07	0.11	0.31	0.23	0.17	-0.15	0.01	-0.09	0.12	0.06	0.07	-0.05	-0.25	0.19	0.09	-0.34	0.13	0.03	0.09	0.12
"Mgrn1"	-0.01	-0.31	-0.57	-0.09	-0.1	-0.48	-0.45	-0.48	0.14	0.55	-0.4	-0.51	0.61	0.05	0.62	0.01	0	0.4	-0.49	0.46	-0.32
"Mgst1"	0.13	0.07	0.08	0.05	-0.09	-0.15	0.35	0.08	-0.18	-0.17	0.03	-0.12	-0.09	0	-0.24	-0.18	0.35	-0.12	0.13	-0.26	-0.09
"Mgst3"	-0.09	-0.19	-0.25	0.16	-0.18	-0.49	-0.15	-0.24	-0.27	0.29	-0.25	-0.44	0.38	-0.1	0.37	0.17	0.35	0.3	-0.3	0.45	-0.18
"Mia"	0.31	-0.21	-0.59	-0.06	-0.5	-0.54	-0.13	-0.4	-0.05	0.36	-0.43	-0.57	0.66	0.03	0.33	-0.16	0.26	0.55	-0.44	0.61	-0.3
"Mia2"	-0.29	-0.11	-0.01	-0.11	0.14	-0.16	-0.19	-0.11	0.02	0.05	-0.03	-0.1	0.06	0.17	0.22	0.31	0.26	-0.02	-0.05	0.16	0.04
"Mia3"	-0.03	0.24	-0.23	0.14	-0.27	-0.4	-0.2	-0.41	-0.25	0.37	-0.3	-0.45	0.42	0.07	0.32	-0.31	0.07	0.42	-0.08	0.51	0.04
"Miat"	-0.09	0.02	0.43	-0.06	0.34	0.4	0.33	0.59	0.31	-0.54	0.57	0.51	-0.65	-0.06	-0.47	0.29	-0.1	-0.62	0.25	-0.7	-0.01
"Mib1"	0	0.04	-0.23	0.24	-0.24	-0.31	-0.62	-0.52	-0.16	0.68	-0.32	-0.43	0.63	0.07	0.55	-0.46	0.02	0.64	-0.02	0.56	0.14
"Mib2"	0.1	-0.37	-0.23	-0.01	0.03	-0.05	-0.5	-0.58	0.16	0.42	-0.1	-0.13	0.39	-0.24	0.17	0.16	-0.13	0.42	-0.2	0.4	-0.03
"Mical1"	0.09	-0.23	-0.61	-0.02	-0.29	-0.58	-0.44	-0.64	0.13	0.58	-0.49	-0.69	0.74	0.17	0.48	-0.09	0.04	0.66	-0.46	0.7	-0.11
"Mical2"	-0.14	0.54	0.72	0.17	0.14	0.27	0.01	0.19	-0.18	-0.16	0.49	0.3	-0.35	0.18	-0.25	-0.23	0.14	-0.36	0.75	-0.35	0.63
"Mical3"	0.11	-0.08	-0.35	0.09	-0.28	-0.41	-0.37	-0.6	-0.13	0.74	-0.31	-0.51	0.72	0.17	0.51	-0.35	0.06	0.53	-0.06	0.59	0.07
"Micall1"	-0.19	0.4	0.58	0.07	0.18	0.58	0.21	0.44	-0.1	-0.38	0.41	0.5	-0.61	0.24	-0.26	-0.16	-0.17	-0.53	0.6	-0.52	0.53
"Micall2"	-0.06	0.27	0.44	0.05	0.25	0.54	0.26	0.46	0.07	-0.32	0.31	0.46	-0.53	0.02	-0.25	-0.11	-0.36	-0.5	0.42	-0.52	0.4
"Micu1"	-0.07	0.01	-0.3	0.13	-0.33	-0.51	-0.52	-0.71	-0.33	0.71	-0.31	-0.62	0.79	0.17	0.58	-0.28	0.29	0.59	-0.08	0.73	0.17
"Micu2"	0	0.06	0.48	-0.01	0.3	0.48	0.4	0.5	0.18	-0.58	0.51	0.56	-0.67	-0.13	-0.68	0.29	-0.03	-0.51	0.34	-0.71	-0.02
"Micu3"	0.21	0.14	0.05	-0.23	-0.32	0.41	0.41	0.39	-0.03	-0.38	0.12	0.38	-0.35	-0.05	-0.21	-0.25	-0.27	-0.22	0.06	-0.27	-0.06
"Mid1"	-0.24	0.15	0.14	0.59	0.14	-0.3	-0.26	-0.27	-0.39	0.22	0.02	-0.24	0.14	-0.06	0.1	-0.08	0.27	0.18	0.07	0.07	0.06
"Mid1ip1"	0.1	-0.07	0.32	-0.12	0.31	0.43	0.37	0.52	0.35	-0.56	0.4	0.54	-0.62	-0.13	-0.64	0.39	-0.23	-0.5	0.13	-0.67	-0.08
"Midn"	0.03	-0.17	0.2	-0.14	0.45	0.52	0.16	0.51	0.46	-0.43	0.37	0.61	-0.56	-0.07	-0.26	0.41	-0.36	-0.57	0	-0.56	-0.16
"Mief1"	0.26	-0.31	-0.05	-0.3	0.15	0.47	-0.19	-0.02	0.36	-0.04	0.15	0.47	-0.13	-0.28	-0.01	0.2	-0.35	0.01	-0.13	-0.07	-0.15
"Mief2"	-0.11	-0.2	-0.5	0.01	-0.15	-0.63	-0.49	-0.64	0.03	0.63	-0.46	-0.63	0.71	0.1	0.57	-0.09	0.14	0.47	-0.42	0.57	-0.19
"Mien1"	-0.05	-0.13	-0.28	-0.01	-0.21	-0.58	0.01	-0.34	-0.12	0.17	-0.28	-0.51	0.43	0.15	0.04	-0.06	0.45	0.2	-0.19	0.29	-0.18
"Mier1"	0.07	-0.02	-0.53	0.12	-0.43	-0.65	-0.37	-0.56	-0.25	0.56	-0.5	-0.73	0.78	0.09	0.51	-0.38	0.29	0.72	-0.35	0.73	-0.2
"Mier2"	-0.22	0.18	0.37	0.1	0.31	0.2	-0.07	0.09	0.06	-0.06	0.27	0.32	-0.2	0.06	-0.01	0.26	0	-0.41	0.32	-0.19	0.23
"Mier3"	0.16	0.25	-0.27	0.01	-0.42	-0.13	-0.22	-0.22	-0.04	0.44	-0.3	-0.31	0.48	0.19	0.32	-0.64	-0.14	0.43	0.06	0.39	0.15
"Mif"	0.17	0.14	0.02	-0.14	-0.11	0.16	0.37	0.38	-0.01	-0.31	0	0.21	-0.25	-0.06	-0.3	-0.12	-0.11	-0.22	0.05	-0.29	-0.12
"Mif4gd"	0.12	-0.42	-0.69	-0.15	-0.29	-0.58	-0.31	-0.49	-0.02	0.44	-0.51	-0.59	0.67	-0.02	0.52	0.1	0.19	0.56	-0.67	0.7	-0.49
"Miga1"	0.35	-0.2	-0.34	-0.1	-0.12	-0.02	0.05	-0.07	0.04	-0.05	-0.21	-0.02	0.14	-0.26	-0.02	0.07	0.02	0.28	-0.39	0.17	-0.33
"Miga2"	0.01	-0.16	-0.29	-0.01	-0.05	-0.35	-0.49	-0.64	-0.07	0.48	-0.23	-0.34	0.51	0.01	0.4	0.03	0.13	0.39	-0.2	0.43	-0.11
"Miip"	-0.05	0.16	0.33	0.02	0.03	0.28	0.33	0.46	-0.02	-0.4	0.21	0.34	-0.46	-0.08	-0.34	-0.02	-0.05	-0.41	0.26	-0.46	0.15
"Mina"	-0.05	0.08	0.48	-0.15	0.3	0.6	0.69	0.72	0.03	-0.8	0.44	0.7	-0.87	-0.1	-0.63	0.31	0	-0.7	0.22	-0.73	-0.03
"Mink1"	0	-0.28	-0.25	0.16	-0.03	-0.28	-0.59	-0.63	0.01	0.52	-0.21	-0.36	0.51	0.09	0.56	-0.07	0.19	0.52	-0.18	0.55	0.01
"Minos1"	0.03	-0.11	-0.13	0.03	-0.15	-0.36	0.31	-0.13	-0.35	-0.09	-0.19	-0.31	0.12	-0.01	-0.23	0.14	0.46	0.17	-0.19	0.15	-0.23
"Minpp1"	0.06	0.48	0.53	-0.15	-0.02	0.46	0.5	0.55	-0.15	-0.52	0.34	0.48	-0.58	0.22	-0.42	-0.07	0.07	-0.53	0.56	-0.47	0.31
"Mios"	0.01	0.35	0.44	-0.02	0.03	0.44	0.69	0.66	-0.14	-0.56	0.31	0.46	-0.65	0.14	-0.47	-0.04	-0.04	-0.6	0.39	-0.58	0.18
"Mip"	-0.12	0.15	0.17	-0.14	0.24	0.27	0.61	0.6	0.07	-0.55	0.07	0.27	-0.59	0.17	-0.33	0.14	-0.15	-0.55	0.02	-0.56	-0.08
"Mipep"	-0.17	0.02	0.22	0.01	0.25	0.17	0.39	0.19	-0.08	-0.29	0.2	0.15	-0.41	0.11	-0.27	0.04	0.07	-0.43	0.14	-0.54	0
"Mipol1"	0.01	-0.01	-0.14	-0.18	-0.33	-0.06	0.45	0.36	-0.04	-0.37	-0.09	-0.05	-0.2	0.12	-0.2	-0.22	0.04	-0.24	-0.08	-0.25	-0.06
"Mir1191"	0.06	-0.21	-0.17	-0.1	0.04	0.06	-0.2	-0.03	0.27	0.1	0	0.06	0.11	-0.14	0.12	0.24	-0.17	0.14	-0.28	0.12	-0.26
"Mir124a.1hg"	-0.1	-0.06	-0.27	-0.06	-0.46	-0.39	-0.44	-0.35	-0.07	0.45	-0.26	-0.42	0.57	0.08	0.53	-0.23	0.07	0.33	-0.1	0.62	0.01
"Mir17hg"	0.17	0.16	0.25	-0.16	-0.05	0.47	0.22	0.48	0.16	-0.37	0.39	0.47	-0.45	-0.17	-0.31	-0.01	-0.24	-0.16	0.23	-0.34	0.01
"Mir196a.1"	-0.12	-0.04	-0.37	0.33	-0.2	-0.6	-0.61	-0.74	-0.24	0.78	-0.38	-0.68	0.75	0.06	0.61	-0.26	0.1	0.66	-0.22	0.68	-0.03
"Mir291a"	-0.11	-0.02	0.06	0.25	0.19	0.1	-0.31	-0.11	0.03	0.09	0.11	0.13	0.02	0.09	0.21	0.06	-0.07	-0.05	0.03	0.04	0.16
"Mir291b"	0.11	-0.06	0.08	-0.01	0.07	0.34	-0.19	0.09	0.24	0.01	0.2	0.29	-0.11	-0.08	0.1	0.04	-0.28	0.06	0.1	0.01	0.14
"Mir292"	0.1	-0.05	0.01	0.14	0.04	0.12	-0.2	-0.07	0.09	0.1	0.08	0.08	0.04	0.02	0.09	-0.05	-0.14	0.14	0.08	0.04	0.08
"Mir293"	0.01	-0.06	0.06	0.07	0.16	0.3	-0.26	-0.02	0.13	0.1	0.11	0.28	-0.07	-0.05	0.21	0.1	-0.26	0.04	0.06	0.03	0.12
"Mir294"	0.18	-0.01	0.06	-0.09	-0.06	0.31	-0.05	0.15	0.23	-0.08	0.23	0.29	-0.12	-0.04	-0.03	-0.04	-0.25	0.01	0.15	-0.06	0.08
"Mir295"	0.05	-0.12	0.1	-0.07	0.14	0.42	-0.22	0.1	0.21	0	0.2	0.38	-0.14	-0.09	0.12	0.11	-0.3	-0.03	0.11	-0.05	0.16
"Mir3082"	-0.08	-0.09	-0.06	0.06	-0.01	0.06	-0.19	-0.22	-0.06	0.14	0	0.04	0.05	-0.08	0.19	0.01	-0.13	0.07	-0.13	0.08	-0.04
"Mir363"	0.18	-0.02	0.26	-0.16	0.12	0.56	0.23	0.5	0.26	-0.43	0.42	0.58	-0.55	-0.21	-0.35	0.2	-0.32	-0.32	0.15	-0.46	-0.09
"Mir434"	-0.16	0.19	0.3	0.14	0.34	0.31	0.44	0.56	0.03	-0.49	0.28	0.36	-0.6	-0.01	-0.33	0.26	-0.15	-0.53	0.06	-0.52	-0.08
"Mir5125"	-0.11	0.1	0.22	0.36	0.24	0.21	-0.25	0.04	-0.06	0.11	0.18	0.23	-0.14	-0.07	0.14	-0.01	-0.17	-0.1	0.17	-0.14	0.17
"Mir6236"	-0.07	-0.03	-0.07	0	0.02	-0.07	-0.07	0.01	-0.13	0.02	-0.06	-0.04	0.04	-0.01	0.06	0.03	-0.01	-0.09	-0.05	0.11	-0.05
"Mir670hg"	-0.23	0.3	0.54	0	0.32	0.29	0.44	0.56	0.04	-0.51	0.31	0.38	-0.63	0.1	-0.42	0.09	0.02	-0.63	0.4	-0.67	0.19
"Mir703"	-0.05	-0.13	-0.27	0.15	-0.11	-0.42	0.05	-0.18	-0.17	0.1	-0.28	-0.41	0.28	0.03	0.02	0.23	0.28	0.34	-0.34	0.32	-0.21
"Mir8091"	0	-0.09	-0.13	-0.17	0.01	0.15	-0.06	0.15	0.19	-0.05	-0.03	0.1	-0.1	0	0.21	-0.03	-0.16	-0.04	-0.17	-0.04	-0.07
"Mir92.2"	0.05	-0.01	0.32	-0.09	0.23	0.56	0.16	0.44	0.27	-0.4	0.46	0.57	-0.53	-0.16	-0.27	0.24	-0.26	-0.35	0.16	-0.44	-0.03
"Mir9.3hg"	0.03	0.25	-0.02	0	-0.22	-0.12	-0.24	-0.23	0.16	0.28	-0.04	-0.16	0.32	0.18	0.09	-0.18	-0.16	0.15	0.23	0.3	0.32
"Mirg"	-0.1	0.15	0.28	0	0.37	0.35	0.41	0.61	0.11	-0.56	0.36	0.44	-0.66	0.02	-0.32	0.33	-0.16	-0.61	0.06	-0.61	-0.12
"Mirt1"	0.21	0.29	0.15	-0.14	-0.06	0.38	0.57	0.5	0.08	-0.43	0.1	0.34	-0.43	-0.06	-0.23	-0.03	-0.33	-0.3	0.11	-0.28	0.01
"Mis12"	-0.03	-0.18	-0.01	-0.18	0.2	-0.02	0.13	0.07	0.19	-0.24	0.09	0.01	-0.14	-0.12	-0.3	0.12	0.1	-0.08	-0.14	-0.13	-0.15
"Mis18a"	0.03	-0.12	-0.42	0.05	-0.29	-0.64	-0.26	-0.5	-0.16	0.5	-0.37	-0.71	0.69	0.02	0.35	-0.09	0.36	0.61	-0.35	0.62	-0.23
"Mis18bp1"	0.27	0.09	0.06	-0.22	-0.16	0.43	0.3	0.45	0.21	-0.24	0.11	0.32	-0.26	-0.03	-0.24	-0.27	-0.28	-0.03	0.17	-0.19	0.18
"Misp"	-0.23	0.27	0.19	0.38	-0.06	-0.08	-0.18	-0.08	-0.31	0.35	0.07	-0.19	0.13	0.35	0.35	-0.24	0.06	0.07	0.29	0.14	0.38
"Mitd1"	-0.04	-0.06	-0.3	0.15	-0.23	-0.51	0.04	-0.35	-0.46	0.25	-0.38	-0.55	0.37	0	0.21	-0.2	0.34	0.38	-0.29	0.39	-0.17
"Mitf"	0	-0.1	-0.45	0.06	-0.41	-0.58	-0.39	-0.54	-0.08	0.65	-0.38	-0.66	0.75	0.09	0.66	-0.19	0.28	0.63	-0.31	0.7	-0.13
"Mixl1"	-0.17	0.12	-0.17	0.39	-0.26	-0.63	-0.47	-0.63	-0.34	0.6	-0.23	-0.63	0.7	0.22	0.35	-0.35	0.37	0.44	0.05	0.55	0.13
"Mki67"	-0.1	0.34	0.39	0.07	0.2	0.46	0.13	0.33	0.03	-0.16	0.25	0.41	-0.39	0.02	0.04	-0.11	-0.18	-0.32	0.34	-0.3	0.3
"Mkks"	0.07	-0.02	-0.02	-0.07	-0.1	-0.24	0.34	0.14	-0.21	-0.23	-0.05	-0.17	-0.02	0.13	-0.26	0.17	0.53	-0.02	-0.12	0.01	-0.26
"Mkl1"	-0.3	0.25	0.26	0.19	0.28	-0.01	-0.35	-0.19	-0.03	0.22	0.1	-0.01	0.03	0.16	0.24	-0.12	0.04	-0.16	0.35	-0.04	0.26
"Mkl2"	-0.29	0.48	0.13	0.37	0.04	-0.21	-0.38	-0.25	-0.35	0.34	-0.08	-0.29	0.25	0.18	0.59	-0.37	0.18	0.19	0.25	0.29	0.29
"Mkln1"	0.35	0.02	-0.33	-0.05	-0.39	-0.11	0.05	-0.24	-0.05	0.4	-0.23	-0.26	0.41	0.08	0.15	-0.42	-0.2	0.41	-0.08	0.25	-0.08
"Mknk1"	-0.03	-0.07	-0.37	0.1	-0.34	-0.5	-0.48	-0.56	-0.15	0.76	-0.29	-0.6	0.72	0.18	0.61	-0.27	0.1	0.57	-0.11	0.59	-0.02
"Mknk2"	-0.08	-0.19	-0.4	0.07	-0.15	-0.67	-0.6	-0.71	-0.13	0.63	-0.32	-0.64	0.76	0.16	0.57	-0.08	0.31	0.47	-0.22	0.62	-0.1
"Mkrn1"	0.03	0.06	0.53	-0.11	0.41	0.81	0.62	0.75	0.16	-0.68	0.48	0.86	-0.9	-0.22	-0.58	0.28	-0.36	-0.7	0.29	-0.8	0.06
"Mkrn2"	0.32	-0.17	-0.56	-0.12	-0.58	-0.52	-0.02	-0.5	-0.08	0.46	-0.45	-0.57	0.7	0.09	0.33	-0.29	0.16	0.52	-0.31	0.6	-0.15
"Mkrn3"	0.01	0.07	0.42	-0.19	0.24	0.6	0.18	0.49	0.28	-0.38	0.44	0.57	-0.56	-0.1	-0.31	0.14	-0.23	-0.37	0.33	-0.58	0.09
"Mks1"	0.14	-0.42	-0.57	-0.13	-0.14	-0.3	-0.25	-0.44	0.27	0.36	-0.35	-0.36	0.46	-0.13	0.4	0.01	-0.18	0.42	-0.57	0.47	-0.38
"Mkx"	0.1	0.19	-0.09	0.22	-0.33	-0.51	-0.33	-0.48	-0.2	0.39	-0.1	-0.53	0.57	0.18	0.16	-0.46	0.35	0.43	0.24	0.42	0.19
"Mlana"	-0.35	0.27	0.15	0.66	0.27	-0.15	-0.22	-0.23	-0.43	0.21	-0.15	-0.22	0.05	0.06	0.29	-0.16	-0.01	0.15	0	0.13	0.17
"Mlec"	0.04	-0.25	-0.6	0.09	-0.27	-0.7	-0.62	-0.77	-0.04	0.76	-0.45	-0.75	0.88	0.04	0.59	-0.14	0.15	0.71	-0.44	0.74	-0.22
"Mlf1"	-0.21	0.6	0.65	0.14	-0.02	0.11	0.19	0.21	-0.24	-0.23	0.47	0.16	-0.33	0.28	-0.29	-0.28	0.28	-0.39	0.79	-0.39	0.51
"Mlf2"	-0.04	-0.02	0.05	-0.07	0.12	0.04	0.47	0.23	0.02	-0.11	0.03	0.09	-0.15	0	-0.05	0.36	-0.1	-0.23	-0.02	-0.1	-0.16
"Mlh1"	0.24	-0.21	-0.2	-0.3	-0.08	0.23	0.42	0.27	0.17	-0.37	0.02	0.26	-0.3	-0.11	-0.2	0.19	-0.21	-0.27	-0.3	-0.24	-0.33
"Mlh3"	0.18	-0.32	-0.59	0.03	-0.36	-0.65	-0.32	-0.5	-0.04	0.44	-0.44	-0.64	0.72	0.01	0.42	-0.02	0.31	0.64	-0.47	0.74	-0.24
"Mlkl"	-0.2	0.46	0.63	0	0.17	0.43	0.41	0.6	-0.19	-0.48	0.41	0.45	-0.65	0.1	-0.37	-0.13	-0.04	-0.62	0.57	-0.61	0.4
"Mllt1"	-0.24	0.1	0.19	0.12	0.2	-0.01	-0.33	-0.2	-0.06	0.27	0.17	0.02	0.13	0.02	0.31	0.15	0.13	0.01	0.17	0.18	0.12
"Mllt10"	0.13	-0.21	-0.11	-0.38	0.06	0.52	0.34	0.46	0.31	-0.45	0.1	0.5	-0.46	-0.18	-0.23	0.21	-0.35	-0.32	-0.26	-0.36	-0.22
"Mllt11"	0.17	-0.02	0.19	-0.32	-0.02	0.57	0.61	0.75	0.21	-0.63	0.23	0.64	-0.63	-0.21	-0.46	0.12	-0.37	-0.47	0.07	-0.58	-0.13
"Mllt3"	-0.25	0.38	0.18	0.55	-0.01	-0.41	-0.36	-0.38	-0.29	0.46	-0.03	-0.42	0.36	0.06	0.18	-0.4	0.15	0.28	0.4	0.23	0.3
"Mllt6"	-0.05	-0.19	-0.3	0.35	-0.06	-0.44	-0.72	-0.75	-0.1	0.68	-0.28	-0.44	0.68	-0.09	0.5	-0.07	0.07	0.63	-0.22	0.68	-0.03
"Mlst8"	-0.09	-0.2	-0.41	0.02	-0.1	-0.36	-0.39	-0.46	-0.14	0.36	-0.28	-0.36	0.41	-0.08	0.37	-0.06	-0.03	0.33	-0.4	0.39	-0.23
"Mlx"	0.19	-0.38	-0.52	-0.19	-0.22	-0.43	-0.4	-0.45	0.17	0.39	-0.34	-0.39	0.64	-0.08	0.31	0.08	0.09	0.48	-0.4	0.63	-0.29
"Mlxip"	0.08	0.21	0.35	-0.08	0.14	0.68	0.07	0.33	0.04	-0.31	0.31	0.58	-0.49	0.08	-0.04	-0.07	-0.19	-0.32	0.4	-0.34	0.41
"Mlxipl"	-0.03	0.39	0.36	0.07	-0.12	0.26	0.01	0.08	-0.08	0	0.3	0.19	-0.13	0.16	-0.14	-0.45	-0.13	-0.21	0.63	-0.18	0.53
"Mlycd"	0.13	0.13	-0.06	0.16	-0.24	-0.2	-0.19	-0.4	-0.27	0.43	-0.09	-0.29	0.41	0.12	0.13	-0.26	0.13	0.27	0.2	0.32	0.22
"Mmaa"	0	0.12	0.15	-0.16	0.05	0.28	0.4	0.38	-0.07	-0.43	0.14	0.32	-0.4	0.06	-0.13	0.1	-0.09	-0.37	0.05	-0.19	0.1
"Mmab"	0.18	-0.19	0.01	-0.32	0.01	0.33	0.42	0.44	0.34	-0.53	0.21	0.41	-0.48	-0.11	-0.41	0.25	-0.25	-0.44	-0.14	-0.51	-0.26
"Mmachc"	0.25	-0.1	0.12	-0.22	0.2	0.4	0.22	0.46	0.44	-0.5	0.31	0.5	-0.49	-0.27	-0.44	0.28	-0.22	-0.4	-0.05	-0.49	-0.15
"Mmadhc"	-0.18	0.1	0.39	-0.12	0.36	0.29	0.63	0.68	0.1	-0.72	0.32	0.42	-0.73	0.02	-0.56	0.37	0.06	-0.72	0.12	-0.73	-0.1
"Mmd"	0.19	-0.02	-0.34	0.21	-0.42	-0.66	-0.44	-0.69	-0.28	0.59	-0.32	-0.65	0.8	0.06	0.3	-0.32	0.46	0.62	-0.07	0.64	-0.03
"Mmd2"	0.01	0.16	0.52	0.02	0.27	0.61	0.07	0.28	0	-0.23	0.42	0.64	-0.45	-0.04	-0.35	0.08	-0.17	-0.38	0.4	-0.36	0.29
"Mme"	-0.07	-0.04	-0.47	0.14	-0.34	-0.65	-0.63	-0.72	-0.1	0.82	-0.42	-0.74	0.89	0.11	0.59	-0.31	0.04	0.68	-0.23	0.77	0
"Mmel1"	-0.16	0.33	0.64	-0.04	0.35	0.51	0.38	0.65	0.08	-0.58	0.51	0.6	-0.77	0.02	-0.48	0.07	-0.11	-0.72	0.54	-0.76	0.33
"Mmgt1"	0.12	0.14	0.07	-0.01	-0.13	0.02	0.18	0.32	0.06	-0.23	0.15	0.05	-0.16	-0.16	-0.16	-0.04	0.06	-0.01	-0.03	-0.11	-0.1
"Mmgt2"	0.09	-0.07	-0.05	0.01	-0.15	-0.05	-0.07	-0.09	-0.14	0.24	-0.06	-0.07	0.18	0.09	-0.04	-0.25	0	0.01	0.14	0.04	0.13
"Mmp11"	0.46	-0.45	-0.35	-0.3	-0.24	0.12	-0.12	-0.17	0.34	0.15	-0.13	0.04	0.21	-0.09	0.19	0.05	-0.11	0.29	-0.25	0.2	-0.13
"Mmp14"	0.13	0.01	-0.04	0.31	-0.17	-0.19	-0.23	-0.35	-0.34	0.21	-0.1	-0.19	0.26	0.21	0.23	-0.19	0.42	0.23	0.09	0.33	0.16
"Mmp15"	-0.16	0.37	0.13	0.27	-0.32	-0.27	-0.25	-0.33	-0.34	0.36	0	-0.34	0.37	0.34	0.2	-0.47	0.12	0.14	0.41	0.33	0.53
"Mmp16"	-0.08	0.23	-0.03	0.19	-0.22	-0.34	-0.5	-0.51	-0.04	0.5	0.02	-0.42	0.49	0.16	0.28	-0.41	0.15	0.34	0.27	0.36	0.22
"Mmp17"	-0.03	-0.11	-0.25	-0.14	-0.26	-0.08	-0.27	-0.31	-0.02	0.45	-0.22	-0.21	0.35	0.11	0.38	-0.31	-0.29	0.2	-0.03	0.3	0.17
"Mmp19"	-0.1	0.04	0.1	-0.01	0.01	0.38	0.01	0.08	-0.05	0.01	0.05	0.3	-0.11	-0.1	0.01	-0.15	-0.4	-0.16	0.16	-0.03	0.3
"Mmp2"	-0.23	0.39	0.6	0.28	0.25	0.21	0.14	0.29	-0.14	-0.18	0.36	0.2	-0.42	0.24	-0.25	-0.13	0.03	-0.4	0.65	-0.48	0.53
"Mmp21"	0.07	0.11	0.41	-0.11	0.31	0.58	0.34	0.49	0.18	-0.5	0.41	0.67	-0.62	-0.2	-0.42	0.17	-0.19	-0.53	0.23	-0.55	0.02
"Mmp23"	-0.07	0.18	0.29	-0.08	0.16	0.37	0.34	0.45	0.05	-0.39	0.32	0.41	-0.5	-0.06	-0.43	0.03	-0.3	-0.56	0.27	-0.44	0.13
"Mmp24"	0.12	-0.22	-0.27	0.14	-0.19	-0.45	-0.47	-0.56	-0.09	0.44	-0.26	-0.41	0.56	-0.14	0.26	-0.04	0.17	0.51	-0.18	0.47	-0.1
"Mmp25"	-0.03	0.15	0.49	-0.14	0.4	0.64	0.44	0.67	0.21	-0.69	0.47	0.69	-0.84	-0.05	-0.53	0.17	-0.18	-0.74	0.36	-0.81	0.18
"Mmp28"	0.19	0.16	0.32	0.07	-0.12	0.31	0	0.04	0.04	0.02	0.31	0.26	-0.11	0.19	-0.26	-0.23	-0.13	-0.1	0.49	-0.15	0.39
"Mmp9"	0.16	0.14	0.46	-0.15	0.16	0.79	0.24	0.47	0.08	-0.45	0.38	0.86	-0.64	-0.14	-0.4	0.04	-0.25	-0.52	0.4	-0.53	0.22
"Mmrn2"	-0.21	0.11	-0.03	0.27	0.1	-0.03	-0.45	-0.37	-0.32	0.55	-0.13	-0.25	0.31	0.07	0.52	-0.29	-0.21	0.42	0.06	0.37	0.17
"Mms19"	0	-0.37	-0.45	0.03	-0.08	-0.26	-0.56	-0.57	0.02	0.54	-0.31	-0.34	0.48	-0.05	0.62	-0.05	-0.05	0.41	-0.44	0.41	-0.2
"Mms22l"	0.02	0.02	0.16	-0.25	0.08	0.54	0.4	0.47	0.03	-0.51	0.22	0.54	-0.59	-0.12	-0.17	0.07	-0.2	-0.46	-0.03	-0.43	-0.08
"Mn1"	-0.28	0.24	0.5	0.06	0.35	0.26	0.02	0.29	0.23	-0.19	0.5	0.28	-0.41	0.1	-0.27	0.05	-0.13	-0.47	0.52	-0.5	0.34
"Mnat1"	0.08	-0.25	-0.17	-0.19	-0.07	-0.06	0.53	0.3	0.12	-0.43	-0.07	-0.05	-0.21	-0.06	-0.39	0.31	0.13	-0.04	-0.32	-0.15	-0.3
"Mnd1"	0.13	0.01	-0.04	-0.23	-0.1	-0.05	0.64	0.43	0.07	-0.59	0.01	0.05	-0.34	0.02	-0.41	0.24	0.2	-0.29	-0.15	-0.28	-0.26
"Mns1"	-0.31	0.19	0.09	0.2	-0.03	-0.48	-0.05	-0.29	-0.35	0.11	-0.07	-0.43	0.21	0.16	0.02	-0.11	0.52	0.18	0.11	0.23	0
"Mnt"	0	-0.22	0.06	-0.2	0.4	0.36	-0.17	0.16	0.57	-0.16	0.21	0.46	-0.28	-0.22	-0.04	0.46	-0.34	-0.18	-0.07	-0.21	-0.1
"Mnx1"	-0.19	0.5	0.41	0.25	-0.14	-0.08	-0.12	-0.15	-0.32	0.13	0.36	-0.13	0.05	0.3	-0.03	-0.43	0.32	-0.07	0.74	-0.04	0.46
"Mob1a"	0.12	0.3	-0.16	0.04	-0.36	-0.17	0.14	-0.14	-0.29	0.31	-0.19	-0.3	0.37	0.19	0.31	-0.45	0.01	0.27	0.04	0.39	0.07
