0	40	21	8706
0	61	21	8706
0	69	21	8706
1	67	21	8706
0	7	21	8706
0	31	21	8706
0	41	21	8706
1	84	21	8706
0	72	21	8706
1	44	21	8706
1	79	21	8706
2	94	21	8706
0	51	21	8706
0	6	21	8706
0	36	21	8706
1	14	21	8706
0	5	21	8706
0	65	21	8706
0	120	21	8706
0	42	21	8706
1	32	21	8706
0	8	21	8706
0	17	21	8706
1	16	21	8706
0	30	21	8706
1	63	21	8706
0	42	21	8706
0	57	21	8706
0	42	21	8706
0	7	21	8706
0	70	21	8706
0	19	21	8706
0	95	21	8706
0	126	21	8706
0	42	21	8706
0	39	21	8706
0	38	21	8706
1	50	21	8706
1	55	21	8706
0	9	21	8706
0	23	21	8706
0	19	21	8706
1	109	21	8706
0	17	21	8706
0	55	21	8706
1	39	21	8706
0	60	21	8706
0	56	21	8706
1	64	21	8706
0	48	21	8706
0	66	21	8706
0	2	21	8706
2	31	21	8706
0	13	21	8706
1	103	21	8706
0	21	21	8706
0	60	21	8706
0	30	21	8706
0	33	21	8706
0	13	21	8706
0	15	21	8706
0	15	21	8706
0	12	21	8706
0	11	21	8706
2	53	21	8706
0	26	21	8706
1	43	21	8706
0	84	21	8706
0	41	21	8706
1	48	21	8706
2	117	21	8706
0	23	21	8706
0	22	21	8706
1	75	21	8706
0	93	21	8706
1	73	21	8706
1	62	21	8706
1	116	21	8706
0	33	21	8706
0	51	21	8706
1	19	21	8706
1	171	21	8706
0	80	21	8706
4	169	21	8706
1	96	21	8706
0	142	21	8706
1	83	21	8706
1	82	21	8706
0	162	21	8706
2	190	21	8706
1	116	21	8706
0	77	21	8706
1	76	21	8706
1	127	21	8706
0	38	21	8706
1	86	21	8706
1	141	21	8706
1	211	21	8706
0	50	21	8706
1	114	21	8706
0	104	21	8706
3	170	21	8706
2	135	21	8706
1	90	21	8706
1	74	21	8706
1	64	21	8706
1	69	21	8706
1	80	21	8706
0	110	21	8706
0	82	21	8706
1	123	21	8706
1	100	21	8706
0	56	21	8706
0	68	21	8706
1	116	21	8706
1	59	21	8706
0	60	21	8706
0	91	21	8706
1	82	21	8706
1	68	21	8706
2	116	21	8706
1	99	21	8706
1	105	21	8706
0	15	21	8706
0	34	21	8706
0	17	21	8706
0	26	21	8706
0	26	21	8706
0	33	21	8706
1	68	21	8706
0	92	21	8706
0	34	21	8706
0	59	21	8706
0	21	21	8706
0	11	21	8706
0	24	21	8706
0	91	21	8706
0	10	21	8706
0	88	21	8706
0	78	21	8706
1	42	21	8706
0	9	21	8706
0	25	21	8706
0	17	21	8706
0	69	21	8706
0	8	21	8706
0	16	21	8706
0	57	21	8706
0	49	21	8706
0	82	21	8706
0	22	21	8706
0	99	21	8706
0	10	21	8706
0	44	21	8706
0	46	21	8706
1	53	21	8706
0	8	21	8706
0	26	21	8706
0	45	21	8706
1	62	21	8706
0	34	21	8706
1	42	21	8706
0	65	21	8706
0	2	21	8706
0	71	21	8706
0	27	21	8706
0	34	21	8706
0	46	21	8706
0	50	21	8706
0	35	21	8706
0	28	21	8706
1	68	21	8706
0	31	21	8706
0	93	21	8706
0	49	21	8706
0	114	21	8706
0	56	21	8706
0	22	21	8706
0	64	21	8706
0	57	21	8706
0	31	21	8706
0	31	21	8706
0	15	21	8706
0	106	21	8706
1	68	21	8706
0	97	21	8706
0	56	21	8706
3	122	21	8706
0	94	21	8706
0	110	21	8706
0	51	21	8706
0	36	21	8706
0	43	21	8706
0	35	21	8706
0	67	21	8706
0	91	21	8706
0	45	21	8706
0	30	21	8706
0	82	21	8706
0	88	21	8706
1	115	21	8706
0	42	21	8706
0	131	21	8706
0	77	21	8706
1	122	21	8706
2	141	21	8706
0	32	21	8706
0	32	21	8706
0	44	21	8706
0	26	21	8706
0	122	21	8706
0	41	21	8706
0	24	21	8706
0	30	21	8706
0	11	21	8706
1	13	21	8706
0	38	21	8706
1	49	21	8706
0	75	21	8706
1	42	21	8706
0	84	21	8706
0	25	21	8706
1	66	21	8706
0	5	21	8706
0	47	21	8706
1	66	21	8706
2	164	21	8706
3	97	21	8706
1	30	21	8706
1	60	21	8706
0	37	21	8706
1	66	21	8706
2	29	21	8706
2	51	21	8706
0	13	21	8706
0	21	21	8706
0	51	21	8706
0	62	21	8706
0	67	21	8706
1	90	21	8706
0	133	21	8706
0	43	21	8706
1	46	21	8706
0	56	21	8706
0	47	21	8706
0	91	21	8706
0	17	21	8706
0	25	21	8706
0	2	21	8706
1	54	21	8706
0	4	21	8706
0	2	21	8706
0	15	21	8706
0	45	21	8706
0	60	21	8706
0	33	21	8706
0	49	21	8706
0	13	21	8706
0	54	21	8706
0	66	21	8706
0	33	21	8706
1	129	21	8706
1	104	21	8706
3	124	21	8706
4	126	21	8706
0	125	21	8706
0	91	21	8706
0	106	21	8706
0	117	21	8706
0	39	21	8706
2	81	21	8706
2	53	21	8706
1	169	21	8706
2	104	21	8706
0	108	21	8706
0	10	21	8706
0	45	21	8706
0	71	21	8706
0	52	21	8706
0	24	21	8706
1	52	21	8706
0	49	21	8706
0	8	21	8706
0	28	21	8706
0	13	21	8706
0	16	21	8706
0	43	21	8706
0	31	21	8706
1	46	21	8706
0	70	21	8706
0	28	21	8706
0	20	21	8706
1	60	21	8706
0	24	21	8706
0	80	21	8706
1	59	21	8706
0	50	21	8706
1	30	21	8706
1	53	21	8706
0	21	21	8706
0	32	21	8706
0	78	21	8706
1	15	21	8706
0	77	21	8706
0	30	21	8706
0	2	21	8706
2	102	21	8706
0	24	21	8706
0	53	21	8706
1	85	21	8706
0	18	21	8706
1	21	21	8706
0	18	21	8706
3	144	21	8706
1	93	21	8706
1	180	21	8706
0	95	21	8706
1	95	21	8706
0	59	21	8706
1	105	21	8706
2	129	21	8706
2	157	21	8706
1	13	21	8706
0	186	21	8706
1	2	21	8706
0	2	21	8706
1	47	21	8706
1	12	21	8706
1	48	21	8706
0	65	21	8706
0	10	21	8706
0	28	21	8706
2	103	21	8706
0	28	21	8706
0	25	21	8706
0	9	21	8706
0	49	21	8706
0	68	21	8706
0	78	21	8706
0	13	21	8706
0	37	21	8706
0	66	21	8706
